id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
4230,215.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.402052391,0.402362581,31.1279858,4480.07
4231,703.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.456503309,0.401067837,33.12590428,5033.68556
4232,521.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.511413154,0.480106144,40.22738685,8969.40184
4233,565.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.462996546,0.428903862,33.22890035,5192.88315
4234,333.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.500189951,0.430113965,35.11807556,6626.50685
4235,753.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488485703,0.417907136,34.79781929,5199.79211
4236,681.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.510102557,0.449306369,35.88401108,6702.78038
4237,737.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.546003143,0.471871207,38.61011529,6663.00068
4238,742.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.424778393,0.417908804,31.88184658,4350.42467
4239,72.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.403217329,0.402182926,31.85521692,4100.75917
4240,276.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603545036,0.504526655,42.40915749,6862.90839
4241,522.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.49739138,0.457772938,36.92483932,5964.79111
4242,588.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.363981224,0.388819023,29.79344014,3748.46547
4243,336.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.531891546,0.464522083,38.86811018,7554.4683
4244,628.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.474162324,0.428903862,33.12590428,5970.68186
4245,104.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.455384537,0.411271911,32.26534639,5347.51393
4246,319.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.612974151,0.508131009,43.07173864,8090.41713
4247,727.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.560445243,0.464561582,38.74276374,6771.67497
4248,256.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.532704207,0.464561582,37.55556802,6638.65649
4249,712.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.566319234,0.419851618,39.7419306,6752.01695
4250,496.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.53513718,0.451905492,38.0603745,7608.62182
4251,182.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.502979625,0.431142084,35.36372658,5831.7066
4252,247.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.500557995,0.445339632,35.18597077,5862.80545
4253,93.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.506987743,0.429376052,35.97225667,6097.44285
4254,37.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.385021951,0.394606103,30.12462708,3895.62684
4255,30.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.39936701,0.402638294,30.21832512,4356.94587
4256,239.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534251703,0.465807165,37.32322478,6620.09877
4257,416.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.595065655,0.494895461,41.44744954,7541.6674
4258,742.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.381314223,0.408088064,30.78135831,3900.34404
4259,163.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553663086,0.472468254,38.05729766,6543.97182
4260,434.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.518626455,0.452680279,37.67828481,8211.0795
4261,232.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.509782413,0.452143551,36.84586824,6079.08526
4262,566.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.464365879,0.405558182,32.78937613,5538.91301
4263,530.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.564904359,0.462697311,37.71251297,6451.10052
4264,748.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.469150447,0.416802269,32.02764698,5529.06614
4265,534.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.500437501,0.443754909,34.70788043,5498.46022
4266,206.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.523070143,0.454080207,36.98857322,6673.304
4267,554.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.380852104,0.370480992,28.45383631,3866.79896
4268,478.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.490016595,0.446450716,35.55891105,5645.14663
4269,368.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.411591443,0.405525072,31.66559817,4587.38557
4270,219.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.58249065,0.485099788,40.23598632,7793.44206
4271,159.0,12.5,0.25,0.25,0.38,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.449195313,0.423927032,32.33415267,5876.96001
4272,24.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.52661476,0.453001484,36.66168432,6524.29532
4273,354.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.469925759,0.430358895,34.94019505,5781.85965
4274,508.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.498218761,0.432722017,35.17991165,6102.76282
4275,507.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.488308859,0.442248924,35.47352652,5556.3746
4276,594.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509560238,0.442952601,35.92331365,6461.67087
4277,97.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.450822025,0.398255665,31.79835142,4966.77945
4278,394.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.509158377,0.455453173,36.83081961,6254.65511
4279,693.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.381314223,0.40030353,30.79561296,3895.62684
4280,717.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.334220017,0.377888031,28.43820263,2988.05944
4281,190.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.390063566,0.381078645,35.23885567,4200.97375
4282,471.0,25.0,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.425634435,0.422051395,33.52074419,4673.38052
4283,472.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.33592747,0.376880162,28.80786754,3784.11935
4284,506.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509158377,0.455179564,36.01862394,6155.89609
4285,41.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.476202171,0.413631524,33.11609108,5971.39402
4286,414.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.57467888,0.46935993,39.8226933,7381.3794
4287,536.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.40294843,0.402855862,31.86773783,4356.94587
4288,381.0,25.0,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.433737787,33.08835541,5063.85109
4289,239.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.627857666,0.528322189,44.62396561,8655.67644
4290,710.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.320417393,0.398863863,27.44242745,3049.26032
4291,685.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.483805569,0.445238125,35.48700839,5773.62581
4292,710.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.42726083,31.57410804,5033.68556
4293,255.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.521906846,0.463558518,37.44044874,6589.27898
4294,425.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.532462315,0.438026493,36.09379556,6979.32479
4295,380.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.596551315,0.492820232,41.93451187,7048.87072
4296,6.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.392540298,0.392302807,30.68558673,4167.45124
4297,484.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450102564,0.404413049,32.31099546,5291.89688
4298,113.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.612209289,0.510402544,43.79905453,7617.39589
4299,473.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.565239387,0.478666426,39.33656697,7172.43501
4300,251.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.480072982,0.436777234,34.8599528,5686.12196
4301,113.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.386011221,0.393418576,30.05252128,3813.16579
4302,98.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.494906594,0.449306369,36.31114278,6591.78118
4303,521.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.435969213,0.409907136,32.02764698,4952.01304
4304,141.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.383581787,0.394606103,30.15219795,3764.31973
4305,542.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.511413154,0.462760521,37.62889677,6276.41054
4306,55.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.334593591,0.376880162,29.87518207,8743.52098
4307,161.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.51175153,0.415971082,33.87425241,7241.37053
4308,254.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.466279462,0.434863988,34.15934595,5205.3203
4309,484.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.570329618,0.436459223,34.86353984,6691.04322
4310,436.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595052932,0.495006371,40.03764422,7434.34904
4311,537.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.536209474,0.443519907,36.96933887,6826.20873
4312,353.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.509158377,0.453940904,36.61704886,6376.66256
4313,546.0,25.0,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.527742687,0.456826317,41.21921269,7521.71436
4314,30.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.33592747,0.370480992,28.80786754,3182.69865
4315,715.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.48638367,0.447536765,35.82485206,5720.72316
4316,521.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.518626455,0.460322355,37.60167915,6520.8976
4317,597.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.4965362,0.446434723,35.11807556,5569.13925
4318,95.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.538604193,0.468763134,39.18675925,6754.44894
4319,573.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.358261487,0.359458632,27.71977169,3387.78516
4320,42.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.392583006,0.393781726,30.68639758,3937.91539
4321,582.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.501777434,0.448463132,35.20741312,5715.0084
4322,159.0,12.5,0.25,0.25,0.38,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.61854944,0.5085224427,42.50852244,8634.77583
4323,615.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.44371199,0.424803532,35.88401108,5016.74159
4324,535.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.509782413,0.442789316,35.89837298,6198.06496
4325,517.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.449877074,0.417915449,32.78937613,4905.49871
4326,579.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.320417393,0.367762987,27.44242745,3049.39771
4327,710.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.52391434,0.418219535,37.4186977,6237.20605
4328,180.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.813718697,0.816737797,44.59849195,8116.53175
4329,149.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.551234401,0.479607332,38.57716666,6717.44627
4330,230.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.578114733,0.488568502,40.22738685,7829.514
4331,310.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.619006054,0.511834352,45.80306982,8655.67644
4332,165.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.402052391,0.401275192,30.79125626,4587.38557
4333,469.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.454381334,0.402362581,32.68039834,5329.2632
4334,436.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.621376432,0.513585375,43.2784975,7016.89385
4335,585.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502418156,0.453338519,36.97636061,6155.89609
4336,711.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.53990422,0.460369104,37.62571268,6848.62622
4337,59.0,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.569329938,0.459420676,36.28998253,6771.72291
4338,689.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.589622441,0.492641907,41.57478166,7608.62182
4339,398.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.621376432,0.513585375,43.17615175,8408.38341
4340,597.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498218761,0.447647041,34.35665515,5086.60991
4341,618.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.426064568,0.42018755,32.60317761,4694.60819
4342,541.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.463097152,0.444139023,35.47352652,5004.15434
4343,514.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.480072982,0.445284233,35.17991165,5597.02216
4344,688.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.546174929,0.449239458,37.90850822,7022.18973
4345,548.0,25.0,0.5,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.262756721,0.352186419,27.62154773,2946.92602
4346,550.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.490016595,0.458469338,36.63337572,5773.62581
4347,326.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.525947983,0.468039601,37.405241,6826.20873
4348,69.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.506793789,0.450498441,36.25083805,5970.68186
4349,769.0,20.0,0.537,0.117,0.409,0.058,77.4,46.8,64.7,55.8,27.0,45.8,3.77,0.06,0.564904359,0.458254721,38.70734774,6619.84695
4350,290.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.528899809,0.418219535,35.92331365,6543.97182
4351,419.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.540978199,0.470881708,38.23520379,6202.32702
4352,652.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450102564,0.398116316,35.17991165,5199.53404
4353,194.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.566645314,0.471871207,39.18303615,6465.37205
4354,471.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.460126356,0.42801212,33.43397592,5601.20531
4355,253.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.523070143,0.435203234,34.33849206,6901.65894
4356,443.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.626397463,0.516666897,43.95536146,8489.69192
4357,322.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.58492102,0.486003684,40.56148952,7771.01027
4358,645.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.462752296,0.416537797,34.87061011,5333.87334
4359,303.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.598814008,0.497740882,41.35738644,7570.48492
4360,688.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.520587192,0.460322355,37.81761708,6281.91711
4361,427.0,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.594836828,0.491813116,41.73066669,7576.39253
4362,757.0,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.488047919,0.442111609,35.14089874,5741.2103
4363,296.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.584016198,0.488638858,40.41794736,7829.514
4364,180.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.608455265,0.490467439,41.40492886,7914.17118
4365,729.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.546275069,0.459420676,37.29886067,6752.01695
4366,721.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.443297352,0.398255665,31.1279858,5942.42162
4367,321.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.464972316,0.404575636,32.29905902,5356.87186
4368,487.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.500437501,0.444690988,35.28592597,5498.43844
4369,323.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.563746659,0.483787993,39.46947609,7557.46014
4370,546.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566645314,0.47767525,39.98873363,6880.7759
4371,151.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.434546355,0.416280584,32.41787171,4587.38557
4372,717.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.528899809,0.460322355,37.74750888,6318.70872
4373,389.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.543972464,0.463759475,38.64034468,6683.20061
4374,305.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520587192,0.435203234,35.55753695,6580.39696
4375,282.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.54259037,0.471189418,38.45252155,6015.22456
4376,629.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.464411249,0.425220363,33.3649925,5236.03334
4377,446.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.444908279,0.401067837,31.92881551,5086.60991
4378,573.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.463187081,0.432109831,33.26713681,5330.06203
4379,535.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.434666745,0.419851618,31.86729396,4868.21145
4380,619.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.502398084,0.456066643,36.31159312,6994.24801
4381,522.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.384981338,0.409976946,30.90686128,4282.70063
4382,699.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.43491928,33.55813441,5330.36931
4383,562.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.506987743,0.457772938,36.14878201,6024.94599
4384,600.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.349908358,0.387580455,28.28286806,3387.78516
4385,471.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.62818447,0.528322189,43.33471751,8284.85461
4386,658.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.569329938,0.487427885,37.96058614,6941.82413
4387,619.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.460960916,0.412661872,35.64822051,4945.79443
4388,675.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.447853006,0.42727728,33.43397592,4936.01177
4389,224.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.523845567,0.463058596,37.25124178,6529.98232
4390,585.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.424394344,0.408610007,31.85521692,4460.91457
4391,737.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.564794821,0.480106144,39.46947609,6671.07264
4392,583.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.456503309,0.429452031,33.44212024,4936.36477
4393,693.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.387861179,0.399556226,31.13021301,3943.13168
4394,631.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.469925759,0.435785841,34.5252582,5807.00693
4395,442.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.63346314,0.50404651,42.79905453,7969.02575
4396,71.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.444479717,0.427683045,33.22890035,4898.83586
